ufid,size,%_treated,%_censored,%_effect_size,effect_size,link_type,snr,tx_importance,deg(y),deg(z),deg(c),n_conf(y),n_conf(yz),n_conf(z),n_conf(c),n_conf(cy),n_conf(cz),n_conf(cyz),dgp,instance,random_seed
1a917c275d574035bfba8c28a32af549,5000,17.372401256099998,0,-116.898202337,-1.5661179407499999,poly,0.9809133161,0.23459420572200002,2,3,-1,14,57,29,0,0,0,0,61,1,153148
dc709e4a73464c5db28b62b802a38162,5000,26.7489991276,0,-0.292887773648,0.627741125673,poly,0.9488472857600001,0.23459420572200002,1,3,-1,14,57,29,0,0,0,0,61,4,249538
76c73e28d50442b587a6e3d99cef2223,5000,2.1737236679799996,0,0.0251831366326,1.6747394447400001,poly,0.9832474983480001,0.23459420572200002,2,2,-1,14,57,29,0,0,0,0,61,5,176692
97e525819ceb49188c72c5f834771889,5000,10.6365206959,0,-0.00710166666137,0.182433791369,poly,0.957673657433,0.23459420572200002,2,2,-1,14,57,29,0,0,0,0,61,6,941142
5c1fb92cd0224b99ac4de5fe9b86e88b,5000,26.8617991413,0,-0.0362677365311,-1.07281326691,poly,0.950912384682,0.23459420572200002,2,1,-1,14,57,29,0,0,0,0,61,7,721955
68553eeb183449029727815685a64328,5000,28.021612126100003,0,0.059156417753099995,1.1006491784,poly,0.950025915376,0.23459420572200002,2,1,-1,14,57,29,0,0,0,0,61,9,856101
8c78d01a370b4087a94758c1dd7f85d3,5000,35.2156508578,0,-2.84429330694,-0.0367683983689,log,0.957032222016,,88,50,-1,50,37,13,0,0,0,0,62,0,177096
1655c8e6e0594ec5a7cad780c3189ea1,5000,13.198638257699999,0,-0.428140916119,-0.011406429111899999,log,0.9769701012299999,,88,50,-1,50,37,13,0,0,0,0,62,2,11430
fd89a25bdb8543d48ae6770a37a92d62,5000,6.9085991273100005,0,10.5401360787,0.035288960194,exp,0.9304199202,,88,50,-1,50,37,13,0,0,0,0,62,6,497033
d9b88aedb4fd418ca1f541134b01bdfd,5000,12.078264846400002,0,-0.27023126981999995,-0.005166814021689999,log,0.9448784092110001,,88,50,-1,50,37,13,0,0,0,0,62,8,424100
6472b99059eb44868a1b35446e4eef60,5000,4.336211823259999,0,18.5943579251,-0.554449911978,log,0.9816844584450001,0.22755980665699999,82,24,-1,76,5,19,0,0,0,0,63,1,336101
bf283c2e0ae34acc86d076409da57f2c,5000,19.876934178699997,0,-3.8750821784599996,0.155680931833,log,0.9434615751659999,0.22755980665699999,82,24,-1,76,5,19,0,0,0,0,63,2,962749
470181fe035d422f82f26bf21ed18280,5000,23.630888531900002,0,5.17602413231,0.0119516068029,log,0.985739806839,0.22755980665699999,82,24,-1,76,5,19,0,0,0,0,63,3,260939
65b4ba13c2b64d28b977fc5b3af248ae,5000,2.8204448049299997,0,6.29175673292,-0.13340710950999998,log,0.9661699473190001,0.22755980665699999,82,24,-1,76,5,19,0,0,0,0,63,4,45987
8a4af78a890941b6b1648c90449072b8,5000,3.88317316839,0,-6.25862828365,-0.058220487822799996,exp,1.0,0.22755980665699999,82,24,-1,76,5,19,0,0,0,0,63,5,272093
92c171e95bd94745ac436d0df894b3cc,5000,11.1135937081,0,3.0847621204699998,0.0333284827833,exp,0.9513830726770001,0.22755980665699999,82,24,-1,76,5,19,0,0,0,0,63,6,105582
623b0e9eda08465bb65ced4ff2cebd80,5000,19.0257892455,0,-1.64386532539,-9.21395983971,exp,0.8990031713150001,0.22755980665699999,82,24,-1,76,5,19,0,0,0,0,63,7,479872
c45aca4a8af645bf96431386af04a4fd,5000,20.1628167291,0,0.605772158452,0.00586896386927,exp,0.980390600643,0.22755980665699999,82,24,-1,76,5,19,0,0,0,0,63,9,62513
71f29913f174456e9fe2727b1b86b8b3,10000,57.9803009938,0,6.43279926983,9.24338930837,poly,0.873620165856,,2,3,-1,3,7,0,0,0,0,0,0,0,286844
307adb4b03664e11a73a4db143f1e97c,10000,65.920165096,0,3.30823147456,1.94088636885,poly,0.818194580202,,1,1,-1,3,7,0,0,0,0,0,0,3,346269
3543e8de81834f2bb906b18fba53d8a3,10000,52.914412786199996,0,0.707879700848,-2.10892675219,poly,0.8549607631489999,,1,1,-1,3,7,0,0,0,0,0,0,4,14532
3d67f0c7c42344728ea09686a79d4e82,10000,55.215356831099996,0,-4.61855866305,-9.65706845275,poly,0.854509915739,,2,2,-1,3,7,0,0,0,0,0,0,6,394546
76210059163c4e45a1ff44922343bea8,10000,48.3787312317,0,-8.2584807026,4.52578784507,poly,0.863101131028,,1,1,-1,3,7,0,0,0,0,0,0,7,202875
e4944ceadf334580b1003dd405ce4bff,10000,71.4506180617,0,-0.335489049681,-3.8212740414499997,poly,0.878512104117,,2,3,-1,3,7,0,0,0,0,0,0,8,652020
aa57a3f1b49f43d69c623b8afa9563ba,10000,72.2796682876,0,1.1933157619900001,0.42841065622900004,poly,0.841833136697,,1,1,-1,3,7,0,0,0,0,0,0,9,94877
59aab13e97754870890252ea62a21cf6,10000,66.3500743353,0,17.8225322671,1.4186310502700001,poly,0.8527412012800001,0.51389834237,2,1,-1,3,4,3,0,0,0,0,1,0,735354
1af2325e13c64ee880bc43e6039860a7,10000,45.551642417299995,0,0.9734671493279999,-0.216222627205,poly,0.83077134602,0.51389834237,1,2,-1,3,4,3,0,0,0,0,1,1,894703
5ba8fb739edd4702b0aeae66f51a581f,10000,45.105380294,0,0.057775949042300004,-0.0355310718935,poly,0.848136257429,0.51389834237,3,3,-1,3,4,3,0,0,0,0,1,2,951216
30be9f6f23464c92b82f868536ca2ef5,10000,50.493742170299996,0,63.8654621866,-4.09691943666,poly,0.826310068434,0.51389834237,1,3,-1,3,4,3,0,0,0,0,1,3,229907
0bddc95033084ceca74d8e2153919f4f,10000,76.7893927655,0,-5.24524103335,-1.13333562375,poly,0.864421956707,0.51389834237,1,3,-1,3,4,3,0,0,0,0,1,4,405639
6597452c28e04e1da185e6170e328ed2,10000,68.7508385657,0,17.814377254300002,-1.6830260877399998,poly,0.8697757729009999,0.51389834237,1,2,-1,3,4,3,0,0,0,0,1,5,981531
580f66dedbc84edba030ded58c6a8d3d,10000,47.7298438112,0,33.9267236936,5.030765710930001,poly,0.8471590248299999,0.51389834237,3,3,-1,3,4,3,0,0,0,0,1,6,194456
4f2d1e79139146b6bf071bfc5983f676,10000,60.3610349544,0,-39.2699139384,-2.02542800964,poly,0.828707169182,0.51389834237,2,1,-1,3,4,3,0,0,0,0,1,7,655719
0198067c648d44a5b8d6c0ca5ba3a624,10000,45.1679574993,0,-5.489061099319999,0.355071904275,poly,0.869739653211,0.51389834237,3,1,-1,3,4,3,0,0,0,0,1,9,323774
bd3d5eff3f5e43f78b36a0aca2706b83,10000,55.441088606499996,0,167.259676505,-0.54051088748,log,0.84969027286,,8,5,-1,5,2,3,0,0,0,0,2,0,671582
95ca13b7e1a64bf19cf077d006bd5efb,10000,58.6952509012,0,5.14704136675,0.17240586961800003,exp,0.841880587582,,8,5,-1,5,2,3,0,0,0,0,2,1,856408
d3aeb1e477e747c79d7efeec5555965b,10000,53.3231497326,0,24.9278061504,0.149044315825,log,0.833887126146,,8,5,-1,5,2,3,0,0,0,0,2,2,242271
97c05be45aec470e818dda03f1f50a20,10000,50.972139329899996,0,1.56745648266,0.0221616104168,log,0.8451139441609999,,8,5,-1,5,2,3,0,0,0,0,2,3,273253
e86bb2cb930e427abe05376d79d54fca,10000,62.665151573100005,0,31.9231578292,-0.152465658082,log,0.808897762171,,8,5,-1,5,2,3,0,0,0,0,2,4,844135
bfeebd24ad7d4be1b533f0387823152c,10000,59.142632700600004,0,-106.168281009,-5.874673301540001,exp,0.825682366071,,8,5,-1,5,2,3,0,0,0,0,2,8,732530
1b0f4ce051a3480ca5ca96b9cc6b3a3f,10000,73.72255990069999,0,-3.99592918393,-0.026414377234700002,exp,0.886337505634,,8,5,-1,5,2,3,0,0,0,0,2,9,540807
eaadf08d8ebd4e51bf4a49cdd9d37989,10000,58.601438835799996,0,-28.6966630493,-0.128639629594,exp,0.868344274178,0.62133493456,6,8,-1,2,3,5,0,0,0,0,3,0,272500
67693d4fd98b4c8cb22341cdd3d34d74,10000,46.6805259981,0,-6.72160583544,0.0854127285245,log,0.866061071303,0.62133493456,6,8,-1,2,3,5,0,0,0,0,3,1,776979
99befd1fd1d34fec98278b00ea857752,10000,68.1386888011,0,-7.98717509545,-0.0914323102012,exp,0.8601969788930001,0.62133493456,6,8,-1,2,3,5,0,0,0,0,3,2,155299
632e09d3b0134a409f490e6edec111bc,10000,70.9624861858,0,25.3614690646,0.30150584523400004,exp,0.843860164761,0.62133493456,6,8,-1,2,3,5,0,0,0,0,3,4,56912
fa562b18e32b4d398a9c06b6da36bc65,10000,67.0436386358,0,-109.590427423,0.507730615525,log,0.848679502042,0.62133493456,6,8,-1,2,3,5,0,0,0,0,3,6,508638
e979147cf22b4dc0b5b8ad7e6abe29f5,10000,61.823416773299996,0,2.0645097037,-0.04077564525,log,0.862212961421,0.62133493456,6,8,-1,2,3,5,0,0,0,0,3,7,907658
117189b3b0aa4e6e818f82de7cac8d18,10000,57.960320431999996,0,-137.960123054,1.7307093948599996,log,0.817025372174,0.62133493456,6,8,-1,2,3,5,0,0,0,0,3,8,631
a9c13eac899e4138aa9b74261be246cb,10000,69.3525610992,0,0.127386873741,5.7359161828,poly,0.942846192951,,2,1,-1,7,0,3,0,0,0,0,4,0,729118
60f01c6974c64310803cda7987d8b2cf,10000,41.9626740972,0,0.040733441002099996,1.56869517216,poly,0.9796666146690001,,2,1,-1,7,0,3,0,0,0,0,4,1,893057
8f855bad3d1a41d5a8a5c25b2687864e,10000,50.9625819666,0,24.4011484811,-6.56832956457,poly,0.9361347275409999,,1,3,-1,7,0,3,0,0,0,0,4,2,38123
4963bab4425e4e08a839080c40ec0a01,10000,58.5049707369,0,-3.03431093048,-0.37681756021799995,poly,0.993863053467,,2,2,-1,7,0,3,0,0,0,0,4,3,88553
df70f904e28448229b34c8d58e17140c,10000,48.38172947100001,0,2.5120536699400002,3.60266657258,poly,0.9653486050550001,,1,3,-1,7,0,3,0,0,0,0,4,4,382662
1e7882f87eef4819a221ddebd7ca7ed4,10000,59.7374514399,0,-0.0169536851181,12.6165583708,poly,1.0,,3,2,-1,7,0,3,0,0,0,0,4,5,408162
2dddf963807e4f06aaadca8df9bf85ca,10000,56.582489485299995,0,0.46494815197300005,-4.6554303273699995,poly,0.963108909692,,3,2,-1,7,0,3,0,0,0,0,4,6,393537
85a3ebe3375d4646986fbaa319434c19,10000,47.8888946501,0,20.0985578255,6.4566659092,poly,0.94212654278,,3,1,-1,7,0,3,0,0,0,0,4,7,913518
81f04be47caa4e05b0a054b81696cc70,10000,41.0998576068,0,0.0411009672626,1.05677250593,poly,0.919275376722,,2,1,-1,7,0,3,0,0,0,0,4,8,669913
c94a601686aa4280b88033f56f185e56,10000,60.43435879770001,0,0.856868677185,-12.4670410842,poly,0.9841342193189999,,2,1,-1,7,0,3,0,0,0,0,4,9,929673
56edb38e135949cbb1958524854fe894,10000,64.5446931279,0,127.557594688,-1.95822043387,poly,0.9789528230660001,0.455119613313,1,1,-1,4,5,1,0,0,0,0,5,0,786136
f3639c6812ce4a0ebf62247a652f9e9e,10000,65.7856720579,0,-2.8119977628,-0.46187393979099994,poly,0.939550389798,0.455119613313,1,3,-1,4,5,1,0,0,0,0,5,2,486084
12c68e77c3764259b54fa15ce3a67b06,10000,45.2007531083,0,-15.366935865699999,1.6954537367299998,poly,0.950460510709,0.455119613313,3,2,-1,4,5,1,0,0,0,0,5,3,108832
875d96b9c0e7452fa88f2885d5780132,10000,59.9115098743,0,37.2668144158,-0.6669290552380001,poly,0.99184962378,0.455119613313,3,3,-1,4,5,1,0,0,0,0,5,6,828752
780ed432d89448299a9a68a7f363cf3d,10000,51.7890866533,0,13.176480375399999,-0.80630439521,poly,0.9933047038670001,0.455119613313,2,2,-1,4,5,1,0,0,0,0,5,7,366917
02088eabc1ed4044bbffd04086238d73,10000,37.2266180491,0,19.3466953998,4.4929733525,poly,0.9497817941009999,0.455119613313,3,3,-1,4,5,1,0,0,0,0,5,8,161526
73d5beb98d504cb9850df90d96557fce,10000,56.91194456109999,0,3.93312617477,0.328573790356,poly,0.9972497602979999,0.455119613313,1,1,-1,4,5,1,0,0,0,0,5,9,192525
7af4e924f7f142a382900f9c50494e4a,10000,52.403975323599994,0,42.6321855768,0.654351030721,exp,0.9667904559530001,,9,7,-1,3,5,2,0,0,0,0,6,0,691957
405300e5ce2541569d97ccf6f30a9442,10000,50.094847656599995,0,2.36126042314,-0.011173750117200001,log,1.0,,9,7,-1,3,5,2,0,0,0,0,6,1,75810
8056933a63ce439694b238901c42a823,10000,46.9045157801,0,-2.60024059698,-0.0460663899519,log,0.949444922752,,9,7,-1,3,5,2,0,0,0,0,6,2,452024
255074081ea04db99fd51433aba0f9c2,10000,39.3897840381,0,-107.961145274,-0.12412041637,log,0.972545839331,,9,7,-1,3,5,2,0,0,0,0,6,3,5685
958b067c3cc54734b3e7d1d2df803608,10000,62.0865492615,0,-3.69983332319,-3.87377389079,exp,0.921012705977,,9,7,-1,3,5,2,0,0,0,0,6,4,805371
a05b242e869d4d8ca7dbb84458113a9a,10000,48.400869311499996,0,105.04649227899999,-0.121240223618,log,0.976034889121,,9,7,-1,3,5,2,0,0,0,0,6,5,852619
eec6ae570a9646f092d342e1945d1db7,10000,40.5759322945,0,18.0937403036,-0.121201385733,log,0.9633149378810001,,9,7,-1,3,5,2,0,0,0,0,6,6,389719
f60245bc02054df7a1852d4bdb8a183e,10000,72.90745827810001,0,-11.165210926099999,-1.65893443407,exp,0.952930732758,,9,7,-1,3,5,2,0,0,0,0,6,8,390143
41690a8aa6d1409cbb88219b7c2cc0b7,10000,60.5363492503,0,-12.083419801400002,-0.131680823392,exp,0.9599709358299999,0.7213475204440001,5,9,-1,1,3,6,0,0,0,0,7,1,92842
16d018f21c4447ba84bcc3ff55d75ad5,10000,57.593798848199995,0,-185.513893247,1.9815231656599999,log,0.9500410716299998,0.7213475204440001,5,9,-1,1,3,6,0,0,0,0,7,2,597981
cdd8939a3c814bc798595a842001fd4c,10000,49.4375864554,0,0.868334128741,0.0231945129108,exp,0.967529639883,0.7213475204440001,5,9,-1,1,3,6,0,0,0,0,7,3,673922
471d2a7442a14e7aab856e783fe97fbd,10000,61.3664154913,0,-38.986310439499995,-0.248499656333,exp,0.992790241418,0.7213475204440001,5,9,-1,1,3,6,0,0,0,0,7,4,722060
683e7c9cbc75406fb855494d82eb1dbf,10000,63.0337193099,0,-5.57418134647,-0.044980370877,exp,0.916889441124,0.7213475204440001,5,9,-1,1,3,6,0,0,0,0,7,5,979865
d9be240c4d634943b00bb11952f9ca49,10000,62.169518168100005,0,-7.4979692040999995,-0.0961165135108,exp,0.995248474129,0.7213475204440001,5,9,-1,1,3,6,0,0,0,0,7,6,535009
0dd51930a8cd41ea8269d50b72091764,10000,61.1051696934,0,25.8139544209,0.119428378311,exp,0.945702244973,0.7213475204440001,5,9,-1,1,3,6,0,0,0,0,7,7,691598
da8ea9edb8474ca5936d49e1f2aa97de,10000,53.2749844129,0,-9.48508566864,-2.1111739362099997,exp,0.9708728666449999,0.7213475204440001,5,9,-1,1,3,6,0,0,0,0,7,8,774172
eb9975ea5ff446bf8dadcaea36db3e5f,10000,42.016696631,0,19.5191765094,0.158635621737,exp,0.9634360689139999,0.7213475204440001,5,9,-1,1,3,6,0,0,0,0,7,9,631956
4d8c171a5650486cbb528a19d7c85a12,10000,15.9193743727,0,7.48392376482,3.2593121177,poly,0.8006688663220001,,1,1,-1,7,3,0,0,0,0,0,8,0,302107
b20ce50693224437b2b4036847308639,10000,13.1158479725,0,-0.141554007229,-0.855585764426,poly,0.8703827069560001,,3,3,-1,7,3,0,0,0,0,0,8,1,650853
3252594ad7b64755a0f2a7983ff54dfa,10000,30.600676675,0,-0.85217768765,-5.70914995911,poly,0.8480297163320001,,3,3,-1,7,3,0,0,0,0,0,8,2,166307
a515b8aabf9b41d1882630feef1e66d2,10000,30.918664802600002,0,0.039200601038800006,8.44523464784,poly,0.857006593686,,3,1,-1,7,3,0,0,0,0,0,8,3,816573
595bdc5380b44d1aa271dfcf74cff942,10000,18.7380937392,0,0.217285156223,14.1969314547,poly,0.816273303917,,2,3,-1,7,3,0,0,0,0,0,8,6,85818
fde0464815994248aad817c84753726f,10000,11.1488893674,0,-39.4882074815,-1.13278699305,poly,0.837972429553,,2,2,-1,7,3,0,0,0,0,0,8,7,589778
624ad1d1368648afa383a06bc1bb5fd1,10000,30.585307857199997,0,-0.39182496897,-0.140884003639,poly,0.89344840354,,3,2,-1,7,3,0,0,0,0,0,8,8,233778
96687a2dce4c428294ed65c75ad881ed,10000,14.590591811400001,0,0.00693185768417,0.771083018189,poly,0.857630154285,,2,1,-1,7,3,0,0,0,0,0,8,9,756071
0c4ae9ed877c4e96b3d07edc5bb39071,10000,31.415413745100004,0,-2.00766200155,0.801494659568,poly,0.8510377439569999,0.51389834237,2,2,-1,4,3,3,0,0,0,0,9,0,373631
386b6a5e615e4005aaa013c8249d9eda,10000,18.9108790528,0,23.744668333099998,-0.610435157307,poly,0.852787295373,0.51389834237,2,2,-1,4,3,3,0,0,0,0,9,1,657037
d7926d65d0ec4e7dbee82f2ab699c3d2,10000,29.955767582199996,0,0.130963558901,-0.156213475397,poly,0.829669658827,0.51389834237,3,3,-1,4,3,3,0,0,0,0,9,2,543609
10bf67a6a51d4b1f83f7aeaab6d87f9b,10000,37.685117024,0,-11.941784710799999,-1.87695868058,poly,0.8764551413580001,0.51389834237,3,3,-1,4,3,3,0,0,0,0,9,3,764713
47ca9a840a5a4dfcb28304e41878c9fe,10000,1.2210089450900001,0,-0.0794984769719,0.026296038505199997,poly,0.854047876129,0.51389834237,2,1,-1,4,3,3,0,0,0,0,9,4,663601
6842a352cc614b0aacc0b1b9a7c2a6b8,10000,14.6204026713,0,4.93172145096,0.662864088782,poly,0.818584407768,0.51389834237,2,2,-1,4,3,3,0,0,0,0,9,5,778451
4153abd0e2a64f05ae0d7396a0ef451e,10000,16.541140454,0,1.28761102625,-0.519429810607,poly,0.8630100191590001,0.51389834237,2,3,-1,4,3,3,0,0,0,0,9,7,656616
6241e069dacf43deb06e216586c3ee90,10000,11.3343359223,0,4.51123937546,-2.55625862229,poly,0.851297548825,0.51389834237,3,2,-1,4,3,3,0,0,0,0,9,8,997703
d10ca8a7841947eb95a54db6e8b6acbb,10000,38.101170063299996,0,0.725743303713,2.188538143,poly,0.874548267146,0.51389834237,1,2,-1,4,3,3,0,0,0,0,9,9,478057
009e1535ee064f4aa24f924a64b75df6,10000,34.5651192319,0,-6.9254584050100005,-0.019269390979400003,exp,0.861494055623,,4,7,-1,3,0,7,0,0,0,0,10,0,291852
6cad575c2d0443c78ab550526be7ab8a,10000,23.934511964499997,0,-115.917572354,0.206065432416,log,0.802680418881,,4,7,-1,3,0,7,0,0,0,0,10,1,323901
0351c77af9c64fbab01b77218507bff6,10000,22.0910187427,0,-2.32401214369,-0.0375267970986,log,0.852332409381,,4,7,-1,3,0,7,0,0,0,0,10,2,653719
8e557e67d72541789b392b6b799bcd27,10000,25.7215258393,0,13.9076430135,0.106239438473,log,0.8111065372669999,,4,7,-1,3,0,7,0,0,0,0,10,3,920912
cf0c1fd101264663ad571e5339431d50,10000,31.598177836199998,0,20.0809853347,0.194371713506,exp,0.860594150138,,4,7,-1,3,0,7,0,0,0,0,10,4,323849
1ef04f2389764c19830c2dcc8f1da5cd,10000,7.39207364207,0,189.69567790099998,-0.229651962512,log,0.863285377677,,4,7,-1,3,0,7,0,0,0,0,10,5,954264
6d30f1cf4c6d412e8e732c5f8432abc9,10000,24.1230572346,0,-2.69330763824,-0.16516810918299998,exp,0.8334085327449999,,4,7,-1,3,0,7,0,0,0,0,10,7,405028
ff815d9e49ea4757a68f5fb5b040ac77,10000,21.4213904418,0,46.100328581499994,2.98626380431,exp,0.8437123689849999,,4,7,-1,3,0,7,0,0,0,0,10,8,182015
680d44cc5e6e41d28c2b976ba0d387f5,10000,20.3343477898,0,-26.856956774,0.10922176102600001,log,0.852405058553,,4,7,-1,3,0,7,0,0,0,0,10,9,981983
c4e06a48820949788737ac9655814bc5,10000,47.070844675699995,0,-6.2308838706900005,-0.032421465822099996,exp,0.8501167842039999,0.480898346963,9,6,-1,4,4,2,0,0,0,0,11,1,75820
02f954787a0e4493bd8a642554d7b593,10000,18.8652670581,0,-15.1241673113,0.056732908908,log,0.8652223783390001,0.480898346963,9,6,-1,4,4,2,0,0,0,0,11,2,428833
c55cbee849534815ba80980975c4340b,10000,19.1136960174,0,-19.043064656,-0.229857024688,exp,0.864543127803,0.480898346963,9,6,-1,4,4,2,0,0,0,0,11,3,649788
7870fc9a17f54c7d8d205f7b0ba4a0d4,10000,28.9971641275,0,-3.2904053211199997,-0.037175244842300004,exp,0.8497826164300001,0.480898346963,9,6,-1,4,4,2,0,0,0,0,11,4,769082
eddda9195a3a471a98a9fa4780ee8901,10000,14.1747558678,0,10.9505596159,-0.119682674248,log,0.815205098172,0.480898346963,9,6,-1,4,4,2,0,0,0,0,11,5,70514
75cb5b3473764460b019587be9b7ca15,10000,17.1972807448,0,6.909192974830001,0.187937605678,exp,0.8744821117460001,0.480898346963,9,6,-1,4,4,2,0,0,0,0,11,6,105528
4b375aa1d78e464b94f547903783028e,10000,22.582854448400003,0,10.5042207848,0.103399935065,exp,0.855678812632,0.480898346963,9,6,-1,4,4,2,0,0,0,0,11,7,919508
ff855663e89b4189a6758e1592a66d9b,10000,24.91838795,0,-132.185340137,0.506174857693,log,0.809930832879,0.480898346963,9,6,-1,4,4,2,0,0,0,0,11,8,124555
80b3fab973e44719ab3ecb3ba50618f0,10000,38.0442729941,0,22.812638132600004,0.267387097839,exp,0.8886907412289999,0.480898346963,9,6,-1,4,4,2,0,0,0,0,11,9,517414
c15f993c7054459a93f69fb7703baee7,10000,22.3563058343,0,-15.2983382289,-1.30097354125,poly,0.953039610825,,2,2,-1,1,2,7,0,0,0,0,12,0,162474
e023372879a343909d803690228090d6,10000,19.6458469653,0,-2.1646581783500003,-2.34708320984,poly,0.9604501111020001,,1,2,-1,1,2,7,0,0,0,0,12,2,687558
f5eb5080744241008ebf473474a799e3,10000,25.4610401784,0,14.5664543102,7.9935266912100005,poly,0.943019115937,,3,2,-1,1,2,7,0,0,0,0,12,3,967180
a0783a6d9d1f4d2195ae12d5ab513cc0,10000,20.2280490967,0,-16.4991354704,-3.1098083619300003,poly,0.949787013672,,3,1,-1,1,2,7,0,0,0,0,12,5,189243
d3918aaf09b3469f8ac25f4e49a6d1ae,10000,18.5585420174,0,4.9316266945,-3.6521299833499996,poly,0.9354471054189999,,3,1,-1,1,2,7,0,0,0,0,12,6,920864
f663a738f198457e845d2f0fb6593c44,10000,30.441742213,0,40.7009612632,-3.93906379678,poly,0.940716933004,,2,1,-1,1,2,7,0,0,0,0,12,7,406421
b4c551b9d0114c5087e64352876ad3b9,10000,34.7649907969,0,77.5392316012,-1.47552804826,poly,0.984687763117,,1,2,-1,1,2,7,0,0,0,0,12,8,777689
b96894b0304e4a61837199d31a7a7cd6,10000,18.4365902364,0,0.0144383106484,6.22571166381,poly,0.9550770294959999,,3,3,-1,1,2,7,0,0,0,0,12,9,546427
495aa38731dd43808720b56fa6ad2411,10000,33.6698386312,0,-32.8159431268,-1.8666718226599996,poly,0.990395536842,0.434294481903,1,2,-1,7,3,0,0,0,0,0,13,0,903529
60d67701d9fe4b478d4872f97c4ef0e1,10000,32.5487643628,0,65.93778935659999,-0.903801033864,poly,0.950726722877,0.434294481903,2,3,-1,7,3,0,0,0,0,0,13,1,613168
33a45965c438404591f752c2e6d757d3,10000,19.258942116,0,-4.85130804505,2.25690088001,poly,0.9346913046200002,0.434294481903,3,2,-1,7,3,0,0,0,0,0,13,2,218643
715f33728d0545bba499db7a1050cb02,10000,8.09993691922,0,-2.8980450467799996,-1.91752971322,poly,0.950519942889,0.434294481903,3,1,-1,7,3,0,0,0,0,0,13,3,76918
44fd3c8e0e40442795a9d7fd4c4a994e,10000,34.523013643,0,5.9103466217,-0.7537648906059999,poly,0.9538261328059999,0.434294481903,2,2,-1,7,3,0,0,0,0,0,13,4,342347
0f367f62bbe342bb9c3509005f1453e4,10000,21.145432893800002,0,-3.49863837436,-2.0052907862400002,poly,0.942875916347,0.434294481903,3,2,-1,7,3,0,0,0,0,0,13,5,101607
75058cd5c51543118c17a5a14953d595,10000,2.83369699174,0,15.3355862916,-4.3276952582499995,poly,0.942570052078,0.434294481903,3,3,-1,7,3,0,0,0,0,0,13,6,760156
01c983d6ab4d40ccacf2d7f68037f452,10000,27.9173601817,0,-50.522960382200004,-1.5042571117200003,poly,0.99836310669,0.434294481903,3,2,-1,7,3,0,0,0,0,0,13,7,595979
63c2a2f152094f77b74e358e0561344c,10000,20.0434392151,0,22.099237572,2.81600144684,poly,0.95209172839,0.434294481903,1,2,-1,7,3,0,0,0,0,0,13,8,514712
32523c0700e645fbb4b6b0863f4846a3,10000,19.069375614200002,0,3.0953062776899998,-0.612667956316,poly,0.99917886699,0.434294481903,3,2,-1,7,3,0,0,0,0,0,13,9,113280
22e5679424e5431ebf9e58631673775c,10000,13.830795471099998,0,-115.678577429,-0.36227977249300003,log,0.9343973785259999,,10,3,-1,7,2,1,0,0,0,0,14,0,898868
0bb00f51331c49ce8f57a8d788d05773,10000,22.9828814377,0,-4.4062099008199995,-4.1112896366100005,exp,0.9582096607610001,,10,3,-1,7,2,1,0,0,0,0,14,1,413749
66943c17909345d2870648454e09790f,10000,11.265236142300001,0,-25.329970088499998,-0.269755551329,exp,0.9611714707200001,,10,3,-1,7,2,1,0,0,0,0,14,2,791176
00f0cf0a26884ee89a7b8b24f688cdab,10000,10.9847583092,0,-27.321859507600003,-1.0249888602500001,exp,0.965755640931,,10,3,-1,7,2,1,0,0,0,0,14,3,942691
133c85385de84e689af5023d8ef1b969,10000,18.684723233099998,0,37.306083106500004,0.19535307035500002,log,0.951590189478,,10,3,-1,7,2,1,0,0,0,0,14,4,240086
8041901dc7bf47c39bca4bad9fdcf596,10000,23.788604158000002,0,-4.7334950404,-0.0921684536407,log,0.932948085872,,10,3,-1,7,2,1,0,0,0,0,14,5,569657
941551f244814907af7280e4709537ce,10000,25.0955517865,0,1.28242133771,0.029826077600099997,log,0.958782802615,,10,3,-1,7,2,1,0,0,0,0,14,7,179374
bf965ecc729e4f3cb74115df7747ba40,10000,22.9650778329,0,-132.76094277299998,2.1607353105900002,log,0.9639817850040001,,10,3,-1,7,2,1,0,0,0,0,14,9,742589
81a37057530d4bbca2cc9c2d62767aa8,10000,3.01340109676,0,-85.7745961098,-0.430185792786,exp,0.959534990564,1.44269504089,3,9,-1,1,1,8,0,0,0,0,15,0,648342
e4c45c2f429c4efa9de542db9c6a1d33,10000,16.6321660476,0,-179.345461929,-0.458009053482,exp,0.921721752414,1.44269504089,3,9,-1,1,1,8,0,0,0,0,15,1,139412
668c6dc5b0cb45ec9334e3da7f207127,10000,4.51987664481,0,72.4483542374,4.8343659987,exp,0.941229577382,1.44269504089,3,9,-1,1,1,8,0,0,0,0,15,2,784682
75a52bc894434238b44e53be249d3fc3,10000,24.3262539404,0,66.83063909149999,0.784195630084,exp,0.9162141069769999,1.44269504089,3,9,-1,1,1,8,0,0,0,0,15,3,677896
72ae9fe1e25b4dd2940b047724d27b12,10000,11.4142296397,0,207.898334791,1.1714240543899999,log,0.980631669835,1.44269504089,3,9,-1,1,1,8,0,0,0,0,15,4,691409
de25805a64f44c8ea264845542d4ef5a,10000,13.111732716099999,0,-82.0033260311,1.23376356972,log,0.946734682657,1.44269504089,3,9,-1,1,1,8,0,0,0,0,15,5,452156
